Latitude,Longitude,altitude,Distance,Pitch angle,Velocity,Time(secs),Acceleration
38.55772938,125.1866477,303,1098,-239.2142857,8.315283271,745.5,11.15396817
442760086,-940902739,6,124,-231,132,1640,80.48780488
53.50966155,-113.7411649,735.24,262,268.5,66.73,2934,22.74369461
37.11109688,125.8098994,455,799,-759.1428571,5.816474797,1749.5,3.324649784
38.48050523,125.4186802,698,756,-717.7142857,6.015583042,1669.5,3.603224344
53.37523016,-113.5917782,722.29,380,352.3,95.11,1527,62.28552718
53.42848918,-113.3195788,748.91,262,180.1,60.98,732,83.30601093
53.61227943,-113.3058095,630.64,374,39.8,66.07,63,1048.730159
442760086,-940902740,3,172,-233,178,1430,124.4755245
53.51610037,-113.7311632,745.63,293,269.8,79.92,225,355.2
38.44210927,127.9939176,1199,679,-734.2857143,5.935939744,1701.5,3.48865104
39.96188562,127.9768929,672,586,16.60714286,9.544776683,251.5,37.95139834
53.4125309,-113.4927269,710.76,349,359.1,86.81,1461,59.41820671
442760087,-940902736,5,139,-235,167,3420,48.83040936
38.17498811,124.2418409,498,490,-44.5,9.251092022,369.5,25.0367849
34.657189,-117.917442,2887.87,40.79297,-82,909,64,14203.125
53.40511939,-113.413206,761.52,269,90.9,75.36,888,84.86486486
53.64205574,-113.2669864,637.63,276,67.6,79.66,1806,44.10852713
17.75466,-120.517115,2726.36,2012.122,-85,916,1938,472.6522188
53.65923416,-113.277101,649.19,236,95.3,84.83,801,105.9051186
39.43633441,126.2796061,749,,-5.142857143,9.440244855,293.5,32.1643777
38.86586922,124.55571,1063,732,-586.1785714,6.647751719,1415.5,4.696398247
24.985084,-120.516775,4611.18,1212.097,-75,918,1178,779.286927
39.8052941,125.5680562,66,912,-752.9285714,5.846341033,1737.5,3.364800595
37.36169904,125.2930942,743,1017,-244.3928571,8.29039474,755.5,10.97338814
442760087,-940902737,4,153,-234,130,3260,39.87730061
38.31597212,124.2208034,496,967,23.85714286,9.579620626,237.5,40.33524474
25.638329,-120.51703,1104.25,1139.527,30,908,1092,831.5018315
33.314727,-118.494531,7626.14,206.0327,51,891,234,3807.692308
442760087,-940902737,4,114,-234,170,3350,50.74626866
32.52263,-119.53082,9908.4,337.0027,74,914,348,2626.436782
53.48188329,-113.6241854,670.03,340,348.7,54.06,1305,41.42528736
29.838431,-120.516748,10421.91,674.7522,-25,890,632,1408.227848
53.3892803,-113.4433708,736.64,329,90.1,73.34,765,95.86928105
39.71071372,124.1857006,1125,504,-549.9285714,6.821971434,1345.5,5.070212883
442760087,-940902737,4,123,-230,146,2100,69.52380952
39.94019047,127.3808526,423,1364,-388.3571429,7.598493589,1033.5,7.352195055
38.64213232,126.9494609,605,1346,-660.75,6.289356878,1559.5,4.032931631
53.37416198,-113.4660732,756.82,392,278.7,79.28,2604,30.44546851
442760086,-940902741,3,168,-231,143,1255,113.9442231
38.70068929,124.1713088,88,1184,-475.3571429,7.180366275,1201.5,5.976168352
442760087,-940902736,1,117,-235,146,3415,42.75256223
442760087,-940902736,6,158,-231,182,2220,81.98198198
32.761136,-119.223406,9550.39,297.8187,-23,901,314,2869.426752
34.375756,-118.113784,4280.88,77.04962,12,915,106,8632.075472
38.25760889,128.6188599,1383,1244,-425.6428571,7.419296168,1105.5,6.711258406
53.63246761,-113.5522171,720.08,261,9.5,86.73,2349,36.92209451
53.43165669,-113.3008364,777.54,318,292,98.8,2196,44.99089253
18.444428,-120.516949,176.83,1935.705,-72,903,1838,491.2948857
53.44035144,-113.6898888,728.61,204,181.7,71.75,444,161.5990991
442760087,-940902738,6,155,-230,107,1875,57.06666667
53.59189078,-113.6844751,697.6,348,81,87.51,324,270.0925926
442760087,-940902736,3,149,-233,107,3825,27.97385621
53.65173531,-113.4748908,703.13,226,89.1,83.6,2856,29.27170868
53.65572611,-113.4755965,705.58,290,85.2,79.12,2565,30.8460039
53.65270856,-113.5269151,704.98,244,185,72.16,2268,31.81657848
37.36683977,125.7048026,1358,904,-597.5714286,6.592996952,1437.5,4.586432662
53.39563653,-113.3045868,771.32,388,270.9,70.5,1629,43.27808471
38.37877991,127.3896149,1225,500,-22.75,9.355623851,327.5,28.56679038
442760087,-940902742,2,140,-233,102,895,113.9664804
442760087,-940902736,2,193,-233,172,3445,49.92743106
29.222149,-120.516762,10421.56,743.0186,-81,916,688,1331.395349
18.2086,-120.516991,183.6,1961.821,51,913,1874,487.1931697
53.36845084,-113.3070375,764.18,280,306.6,85.26,1845,46.21138211
53.6060084,-113.589065,705.84,284,280.4,87.18,387,225.2713178
442760087,-940902737,2,164,-234,168,3315,50.67873303
17.439946,-120.517233,4156.35,2047.085,4,895,1976,452.9352227
442760087,-940902737,2,200,-233,180,3185,56.51491366
32.103726,-120.064509,10419.27,405.5393,87,895,406,2204.433498
442760088,-940902737,3,149,-232,151,2975,50.75630252
25.474067,-120.517174,2305.34,1157.744,-75,904,1116,810.0358423
38.39484508,128.6057272,461,700,-53.82142857,9.206292667,387.5,23.75817462
53.40821162,-113.5023554,710.53,323,201.6,72.11,1785,40.3977591
53.64999594,-113.4569654,702.57,287,272.5,68.77,1653,41.6031458
53.66712406,-113.5267709,728.27,368,0.4,73.35,1734,42.30103806
18.143865,-120.516819,180.99,1968.952,-58,912,1884,484.0764331
39.51377734,126.0535436,386,586,8.321428571,9.504955034,267.5,35.53254218
30.947103,-120.516789,10417.07,551.9123,-73,912,530,1720.754717
20.216852,-120.516988,8994.89,1739.985,-5,916,1626,563.3456335
27.517637,-120.51713,8000.64,931.6501,-35,890,848,1049.528302
18.785524,-120.517123,1319.97,1898.064,7,918,1790,512.849162
53.38244101,-113.2967186,782.42,283,4.2,66.7,2490,26.78714859
37.06896241,128.9070444,498,1081,-533.3571429,6.901614732,1313.5,5.2543698
442760085,-940902735,6,166,-231,148,4825,30.67357513
53.40668628,-113.6800076,714.54,348,90.1,83.72,2256,37.10992908
33.080973,-118.807334,8594.47,245.1116,-62,907,268,3384.328358
39.1677,127.4817,195,586,-63,6,161.5,37.15170279
30.057948,-120.51679,10420.34,650.4299,55,903,612,1475.490196
38.61116569,125.4616468,464,1336,-749.8214286,5.861274152,1731.5,3.385084697
32.788904,-119.187636,9467.01,293.2596,1,881,310,2841.935484
27.944994,-120.517273,10223.16,884.4176,76,917,806,1137.717122
38.81383963,125.7372716,1130,1305,-191.5714286,8.544257752,653.5,13.07461018
37.28366363,126.9079842,1126,625,-119.0714286,8.892697181,513.5,17.3178134
53.45561788,-113.7633605,736.59,399,111.9,75.89,2514,30.18695306
53.38711147,-113.3588606,749.34,305,282.9,65.82,2676,24.59641256
18.998447,-120.516768,2546.35,1874.487,27,893,1762,506.8104427
442760087,-940902738,1,115,-231,170,1900,89.47368421
18.419047,-120.517043,175.85,1938.521,77,912,1842,495.1140065
39.1677,127.4817,195,500,76,5,89.5,55.86592179
39.82854618,126.5590399,57,1249,-462.9285714,7.240098748,1177.5,6.14870382
39.53095151,127.7477488,1075,620,-721.8571429,5.995672217,1677.5,3.574171217
19.773831,-120.516733,6813.28,1788.817,-70,920,1670,550.8982036
442760087,-940902736,4,120,-231,188,2260,83.18584071
28.59183,-120.516703,10418.53,812.8077,16,908,746,1217.158177
53.64858722,-113.4751607,695.53,206,270.9,70.91,1599,44.34646654
32.422425,-119.659393,10041.12,353.4402,44,911,362,2516.574586
442760087,-940902737,1,123,-234,111,2850,38.94736842
53.51711623,-113.7742794,749.97,287,181.5,91.47,906,100.9602649
53.38624258,-113.3695358,748.91,310,181.2,59.41,2364,25.13113367
32.089253,-120.083072,10414.1,407.9225,77,904,408,2215.686275
23.657582,-120.517205,8793.67,1359.186,3,915,1312,697.4085366
53.51017582,-113.6547389,739.1,389,37,94.34,2904,32.4862259
39.76774289,128.8480484,1286,1210,-293.0714286,8.056442552,849.5,9.483746383
26.035059,-120.517322,840.41,1095.565,-73,918,1030,891.2621359
442760086,-940902737,4,183,-229,147,4285,34.30571762
38.45005872,125.1940711,1114,1143,-123.2142857,8.872786357,521.5,17.01397192
33.260451,-118.569798,7866.88,215.2957,13,903,242,3731.404959
30.904142,-120.516946,10416.34,556.6704,-34,903,534,1691.011236
53.37273303,-113.3055559,773.42,315,130.9,68.03,1155,58.9004329
38.1264699,128.3457892,634,932,-225.75,8.37999345,719.5,11.64696796
442760087,-940902744,1,188,-234,164,625,262.4
442760087,-940902745,1,175,-231,142,480,295.8333333
53.41077141,-113.4213256,759.57,258,272.7,75.57,1206,62.66169154
53.37754932,-113.4130397,734.08,228,269.1,70.11,780,89.88461538
53.44628314,-113.671018,724.84,335,266.9,77.2,975,79.17948718
442760087,-940902738,2,124,-231,114,1785,63.86554622
53.64856885,-113.5116669,694.82,316,123.9,63.52,2091,30.37780966
442760088,-940902745,3,110,-232,186,290,641.3793103
442760085,-940902735,6,178,-230,151,4895,30.84780388
39.27792796,127.2151639,1336,987,-643.1428571,6.373977882,1525.5,4.178287697
53.40429004,-113.4154926,747.95,281,268,72.29,1719,42.05351949
38.77930162,125.9478655,779,673,-523,6.951391793,1293.5,5.374094931
53.52891582,-113.7212266,737.12,394,267,71.46,1239,57.67554479
39.38499166,128.9213347,395,591,-325.1785714,7.902133662,911.5,8.669373189
34.631843,-118.15498,1109.23,4.95063,-7,898,12,74833.33333
53.47121926,-113.7618064,745.62,399,288.2,60.34,798,75.61403509
442760086,-940902738,3,129,-231,190,1780,106.741573
442760086,-940902742,3,190,-229,160,1065,150.2347418
442760087,-940902743,1,158,-234,124,680,182.3529412
20.878078,-120.516848,10388.67,1666.837,-31,892,1566,569.6040868
37.27367803,125.8586537,371,457,-2.035714286,9.455177973,287.5,32.88757556
53.60910757,-113.2767131,676.5,355,29.6,79.51,261,304.6360153
37.44374552,125.9449324,873,0,-85.92857143,9.051983777,449.5,20.13789494
442760087,-940902737,4,155,-233,127,3115,40.77046549
21.07703,-120.516777,10391.67,1644.827,51,906,1548,585.2713178
38.75148205,127.5496248,1353,280,34.21428571,9.629397687,217.5,44.27309281
30.385355,-120.516692,10419.44,614.1569,-15,896,582,1539.5189
53.49534022,-113.7502647,731.2,322,25.9,72.32,201,359.800995
39.49007588,128.2990695,148,1000,-81.78571429,9.071894602,441.5,20.54789264
442760086,-940902738,5,111,-230,100,1735,57.63688761
53.39178837,-113.4234498,744.06,338,265.3,74.32,2754,26.98620189
53.38945381,-113.4388024,737.38,377,183.9,70.29,1830,38.40983607
29.860416,-120.516821,10422.56,672.3188,81,882,630,1400
442760086,-940902740,6,136,-233,177,1425,124.2105263
442760086,-940902735,5,193,-231,143,4965,28.80161128
53.71388255,-113.3772704,688.68,229,201.4,69.73,663,105.173454
39.36968594,126.9591918,400,920,-192.6071429,8.539280046,655.5,13.0271244
37.9459655,128.1698531,1147,586,-40.35714286,9.271002847,361.5,25.64592765
23.928421,-120.517207,8151.25,1329.2,69,895,1286,695.9564541
22.154169,-120.516817,10391.07,1525.618,71,887,1450,611.7241379
53.68278746,-113.303811,668.29,392,114.6,94.64,2394,39.53216374
442760087,-940902737,2,121,-231,159,2070,76.8115942
53.40845995,-113.3328833,777.81,290,284.8,59.03,1008,58.56150794
40.0368,128.1839,189,60,28,9,207.5,43.37349398
39.6596,124.7057,260,1000,22,11,197.5,55.69620253
39.68948132,127.4472321,1111,500,-34.14285714,9.300869083,349.5,26.61192871
38.87854451,127.5081672,254,937,-792.2857143,5.657188201,1813.5,3.119486187
53.49315327,-113.3358139,739.03,346,273,71.85,330,217.7272727
37.81090659,127.5488823,881,586,3.142857143,9.480066504,277.5,34.16240182
53.46817056,-113.7537662,740,351,188.3,41.96,2280,18.40350877
18.483572,-120.517103,175.01,1931.406,-11,891,1832,486.3537118
442760087,-940902744,6,180,-233,108,565,191.1504425
33.819155,-118.366259,6419.77,147.0769,-46,912,180,5066.666667
38.34592121,125.3899989,1265,1294,-159.4642857,8.698566642,591.5,14.7059453
38.84114352,126.8417941,285,663,-147.0357143,8.758299116,567.5,15.4331262
37.8850575,128.4762954,814,895,-216.4285714,8.424792806,701.5,12.00968326
53.40964877,-113.3127362,773.3,270,85.9,72.33,1407,51.40724947
53.41657428,-113.3831648,792.13,293,82.2,69.36,2427,28.57849197
25.211185,-120.517028,3723.98,1186.983,-19,920,1152,798.6111111
34.418168,-118.083404,3962.47,71.58982,86,916,100,9160
37.29544299,125.3604375,243,1182,-120.1071429,8.887719475,515.5,17.24096891
53.37160351,-113.3026481,775.72,230,176.9,70.25,1389,50.57595392
39.05295116,124.6843817,822,1141,-469.1428571,7.210232511,1189.5,6.061565793
53.45521968,-113.615544,702.93,299,303.7,73.48,2082,35.29298751
38.5477163,128.311979,779,694,-291,8.066397965,845.5,9.540387895
37.74223655,126.5868671,619,1146,-676.2857143,6.214691286,1589.5,3.909840381
442760087,-940902736,5,184,-237,162,2875,56.34782609
53.45769757,-113.763668,749.83,230,177.7,72.19,828,87.18599034
53.52456639,-113.7349307,744.62,393,291.8,65.66,33,1989.69697
53.71560415,-113.3513323,712.72,337,88.6,86.5,258,335.2713178
442760087,-940902743,1,137,-235,188,765,245.751634
53.70980029,-113.3998273,707.18,296,122.2,76.73,1314,58.39421613
53.49913291,-113.7240704,734.02,274,181.9,69.71,1344,51.86755952
38.00245329,127.1792192,481,677,-152.2142857,8.733410585,577.5,15.12278889
442760086,-940902740,1,140,-234,140,1305,107.2796935
442760088,-940902745,2,154,-232,123,255,482.3529412
53.42447828,-113.3574216,765.3,396,270.3,68.19,960,71.03125
31.73287,-120.50986,10402.45,464.7822,-57,896,456,1964.912281
17.528377,-120.517079,3790.7,2037.26,25,891,1966,453.2044761
53.3866394,-113.4424983,731.39,323,358.8,79.87,876,91.17579909
53.6497662,-113.5341506,700.15,249,0.8,91.53,276,331.6304348
442760085,-940902735,1,200,-231,103,4820,21.36929461
442760086,-940902735,2,134,-233,185,4635,39.91370011
39.86741987,128.5830882,447,1320,-649.3571429,6.344111646,1537.5,4.126251477
38.27099285,125.4535144,1381,1163,-426.6785714,7.414318462,1107.5,6.694644209
442760087,-940902737,4,124,-232,151,3595,42.00278164
53.57741545,-113.7441627,737.2,363,97.1,75.84,2304,32.91666667
20.988555,-120.51677,10390.46,1654.625,-33,913,1556,586.7609254
28.051807,-120.517121,10416.38,872.6152,1,884,796,1110.552764
27.44091,-120.517257,7574.48,940.1403,9,919,856,1073.598131
37.04954628,128.3959272,1169,586,-3.071428571,9.450200267,289.5,32.64317882
39.88122421,126.2135604,935,577,-374.8928571,7.663203769,1007.5,7.606157587
53.40344838,-113.3558184,771.76,327,11.3,48.82,2469,19.77318753
442760088,-940902736,4,130,-235,171,2775,61.62162162
442760088,-940902737,6,110,-230,135,1985,68.01007557
38.94559838,125.9869501,707,788,-488.8214286,7.115656095,1227.5,5.796868509
38.42907377,124.4229158,1190,1079,-781.9285714,5.706965262,1793.5,3.182026909
38.24717726,126.1357739,1300,1033,-125.2857143,8.862830944,525.5,16.86552035
442760087,-940902737,5,131,-233,134,3140,42.67515924
38.03923982,124.7342676,1376,945,-110.7857143,8.93251883,497.5,17.95481172
442760087,-940902738,1,103,-231,121,1820,66.48351648
38.07207078,127.8088801,1244,586,-4.107142857,9.445222561,291.5,32.40213572
37.58195772,127.809603,742,567,-630.7142857,6.433710356,1501.5,4.284855382
442760086,-940902739,3,148,-231,176,1635,107.6452599
53.3914196,-113.364297,739.87,294,94.2,38.34,1611,23.79888268
442760088,-940902744,5,149,-233,171,370,462.1621622
18.860877,-120.517,1758.19,1889.729,68,883,1780,496.0674157
21.430178,-120.516846,10390.16,1605.744,-5,904,1516,596.3060686
38.11455006,126.7849633,1228,941,-634.8571429,6.413799531,1509.5,4.248956297
38.26176965,125.6833452,1384,978,-748.7857143,5.866251858,1729.5,3.391877339
53.40818487,-113.6398134,705.92,349,89.5,67.35,1827,36.863711
32.607911,-119.421541,9793.05,323.0405,-86,882,336,2625
21.297912,-120.516764,10391.01,1620.385,51,891,1528,583.1151832
39.89845787,124.7667478,941,862,-485.7142857,7.130589213,1221.5,5.837567919
29.02558,-120.516834,10416.21,764.7737,46,902,706,1277.620397
18.740569,-120.51671,1058.66,1903.044,-6,881,1796,490.5345212
53.45017903,-113.3570826,761.51,234,184.4,66.02,2568,25.70872274
33.573234,-118.395794,7019.94,174.5248,-30,911,206,4422.330097
442760086,-940902742,5,135,-229,126,1050,120
32.161955,-119.991089,10381.71,396.0738,-40,899,398,2258.79397
53.40129179,-113.4031656,743.64,343,3.9,74.19,1725,43.00869565
25.728477,-120.516861,895.65,1129.495,74,914,1078,847.8664193
23.019751,-120.516765,9855.45,1429.83,-45,889,1372,647.9591837
442760087,-940902736,4,152,-233,111,3795,29.24901186
37.74772387,124.5235223,523,1080,-689.75,6.149981107,1615.5,3.806859243
442760086,-940902738,1,171,-231,103,1690,60.94674556
442760087,-940902744,6,185,-232,123,455,270.3296703
39.66115951,128.9978254,621,950,-316.8928571,7.941955311,895.5,8.868738482
29.81644,-120.516706,10422.61,677.1878,77,897,634,1414.826498
34.661533,-118.178686,1272.06,9.256225,-76,893,20,44650
53.49993221,-113.7200947,727.32,264,350.6,71.05,816,87.07107843
33.150316,-118.716678,8332.03,233.6521,-51,918,258,3558.139535
26.332975,-120.517101,1768.87,1062.573,-85,920,984,934.9593496
442760087,-940902736,5,113,-235,136,3740,36.36363636
53.67522388,-113.39241,687.8,353,93.1,71.71,549,130.6193078
40.8499966,129.666664,200,586,-20,15,5.5,2727.272727
53.57605174,-113.7558093,727.5,230,227.2,66.58,333,199.9399399
53.50745451,-113.7033786,749.15,229,355.3,84.81,1563,54.26103647
18.05214,-120.516712,653.33,1979.162,-9,920,1898,484.7207587
53.49179607,-113.7650521,746.1,217,158.3,76.97,1881,40.91972355
24.237626,-120.517127,7266.46,1294.968,-48,886,1256,705.4140127
37.45774246,128.7916623,418,961,-189.5,8.554213165,649.5,13.17045907
26.75613,-120.516927,3651.7,1015.841,86,906,930,974.1935484
53.64415292,-113.2665891,633.44,209,352.8,80.45,2610,30.82375479
23.041566,-120.516725,9828.78,1427.414,-46,880,1370,642.3357664
38.22391856,127.2502956,1063,972,-553.0357143,6.807038315,1351.5,5.036654321
40.8499966,129.666664,195,586,68,5,1.5,3333.333333
25.764971,-120.517047,886.19,1125.439,-74,882,1072,822.761194
53.64809465,-113.2675233,622.17,295,176.8,79.18,1347,58.78247958
442760086,-940902741,4,123,-231,149,1000,149
39.66048639,127.5766072,1299,280,-88,9.042028365,453.5,19.93832054
32.692193,-119.313203,9681.59,309.1871,-44,885,324,2731.481481
442760087,-940902744,6,160,-236,165,590,279.6610169
442760087,-940902743,2,119,-234,156,745,209.3959732
53.67775535,-113.5004204,724.08,276,346.9,72.84,93,783.2258065
40.8499966,129.666664,150,586,52,10,15.5,645.1612903
33.357705,-118.441127,7494.88,199.1363,22,883,228,3872.807018
21.628189,-120.516927,10390.27,1583.829,6,905,1498,604.1388518
53.44025354,-113.3453839,763.44,324,183.4,70.46,762,92.4671916
39.83711697,125.8838703,292,907,-787.1071429,5.682076731,1803.5,3.150583161
53.68012183,-113.5127185,709.74,375,1.6,68.42,1833,37.32678669
38.35577714,128.5996017,1318,1080,-692.8571429,6.135047989,1621.5,3.78356336
53.63237327,-113.3778644,678.12,242,144.9,67.84,924,73.41991342
37.48278168,128.8481045,42,570,-201.9285714,8.494480691,673.5,12.61244349
53.64929814,-113.2570948,641.14,264,340.4,86.5,717,120.6415621
442760087,-940902737,2,173,-234,122,3255,37.48079877
21.891373,-120.516906,10389.34,1554.693,43,899,1474,609.9050204
53.40691526,-113.3292749,776.94,271,61.8,70.92,2241,31.64658635
