Latitude,Longitude,Altitude ,Distance,Pitch angle,Velocity,Time(secs)
53.70980029,-113.3998273,707.18,296,122.2,76.73,1314
53.49913291,-113.7240704,734.02,274,181.9,69.71,1344
38.00245329,127.1792192,481,677,-152.2142857,8.733410585,577.5
442760086,-940902740,1,140,-234,140,1305
442760088,-940902745,2,154,-232,123,255
53.42447828,-113.3574216,765.3,396,270.3,68.19,960
31.73287,-120.50986,10402.45,464.7822,-57,896,456
17.528377,-120.517079,3790.7,2037.26,25,891,1966
53.3866394,-113.4424983,731.39,323,358.8,79.87,876
53.6497662,-113.5341506,700.15,249,0.8,91.53,276
442760085,-940902735,1,200,-231,103,4820
442760086,-940902735,2,134,-233,185,4635
39.86741987,128.5830882,447,1320,-649.3571429,6.344111646,1537.5
38.27099285,125.4535144,1381,1163,-426.6785714,7.414318462,1107.5
442760087,-940902737,4,124,-232,151,3595
53.57741545,-113.7441627,737.2,363,97.1,75.84,2304
20.988555,-120.51677,10390.46,1654.625,-33,913,1556
28.051807,-120.517121,10416.38,872.6152,1,884,796
27.44091,-120.517257,7574.48,940.1403,9,919,856
37.04954628,128.3959272,1169,586,-3.071428571,9.450200267,289.5
39.88122421,126.2135604,935,577,-374.8928571,7.663203769,1007.5
53.40344838,-113.3558184,771.76,327,11.3,48.82,2469
442760088,-940902736,4,130,-235,171,2775
442760088,-940902737,6,110,-230,135,1985
38.94559838,125.9869501,707,788,-488.8214286,7.115656095,1227.5
38.42907377,124.4229158,1190,1079,-781.9285714,5.706965262,1793.5
38.24717726,126.1357739,1300,1033,-125.2857143,8.862830944,525.5
442760087,-940902737,5,131,-233,134,3140
38.03923982,124.7342676,1376,945,-110.7857143,8.93251883,497.5
442760087,-940902738,1,103,-231,121,1820
38.07207078,127.8088801,1244,586,-4.107142857,9.445222561,291.5
37.58195772,127.809603,742,567,-630.7142857,6.433710356,1501.5
442760086,-940902739,3,148,-231,176,1635
53.3914196,-113.364297,739.87,294,94.2,38.34,1611
442760088,-940902744,5,149,-233,171,370
18.860877,-120.517,1758.19,1889.729,68,883,1780
21.430178,-120.516846,10390.16,1605.744,-5,904,1516
38.11455006,126.7849633,1228,941,-634.8571429,6.413799531,1509.5
38.26176965,125.6833452,1384,978,-748.7857143,5.866251858,1729.5
53.40818487,-113.6398134,705.92,349,89.5,67.35,1827
32.607911,-119.421541,9793.05,323.0405,-86,882,336
21.297912,-120.516764,10391.01,1620.385,51,891,1528
39.89845787,124.7667478,941,862,-485.7142857,7.130589213,1221.5
29.02558,-120.516834,10416.21,764.7737,46,902,706
18.740569,-120.51671,1058.66,1903.044,-6,881,1796
53.45017903,-113.3570826,761.51,234,184.4,66.02,2568
33.573234,-118.395794,7019.94,174.5248,-30,911,206
442760086,-940902742,5,135,-229,126,1050
32.161955,-119.991089,10381.71,396.0738,-40,899,398
53.40129179,-113.4031656,743.64,343,3.9,74.19,1725
25.728477,-120.516861,895.65,1129.495,74,914,1078
23.019751,-120.516765,9855.45,1429.83,-45,889,1372
442760087,-940902736,4,152,-233,111,3795
37.74772387,124.5235223,523,1080,-689.75,6.149981107,1615.5
442760086,-940902738,1,171,-231,103,1690
442760087,-940902744,6,185,-232,123,455
39.66115951,128.9978254,621,950,-316.8928571,7.941955311,895.5
29.81644,-120.516706,10422.61,677.1878,77,897,634
34.661533,-118.178686,1272.06,9.256225,-76,893,20
53.49993221,-113.7200947,727.32,264,350.6,71.05,816
33.150316,-118.716678,8332.03,233.6521,-51,918,258
26.332975,-120.517101,1768.87,1062.573,-85,920,984
442760087,-940902736,5,113,-235,136,3740
53.67522388,-113.39241,687.8,353,93.1,71.71,549
40.8499966,129.666664,200,586,-20,15,5.5
53.57605174,-113.7558093,727.5,230,227.2,66.58,333
53.50745451,-113.7033786,749.15,229,355.3,84.81,1563
18.05214,-120.516712,653.33,1979.162,-9,920,1898
53.49179607,-113.7650521,746.1,217,158.3,76.97,1881
24.237626,-120.517127,7266.46,1294.968,-48,886,1256
37.45774246,128.7916623,418,961,-189.5,8.554213165,649.5
26.75613,-120.516927,3651.7,1015.841,86,906,930
53.64415292,-113.2665891,633.44,209,352.8,80.45,2610
23.041566,-120.516725,9828.78,1427.414,-46,880,1370
38.22391856,127.2502956,1063,972,-553.0357143,6.807038315,1351.5
40.8499966,129.666664,195,586,68,5,1.5
25.764971,-120.517047,886.19,1125.439,-74,882,1072
53.64809465,-113.2675233,622.17,295,176.8,79.18,1347
442760086,-940902741,4,123,-231,149,1000
39.66048639,127.5766072,1299,280,-88,9.042028365,453.5
32.692193,-119.313203,9681.59,309.1871,-44,885,324
442760087,-940902744,6,160,-236,165,590
442760087,-940902743,2,119,-234,156,745
53.67775535,-113.5004204,724.08,276,346.9,72.84,93
40.8499966,129.666664,150,586,52,10,15.5
33.357705,-118.441127,7494.88,199.1363,22,883,228
21.628189,-120.516927,10390.27,1583.829,6,905,1498
53.44025354,-113.3453839,763.44,324,183.4,70.46,762
39.83711697,125.8838703,292,907,-787.1071429,5.682076731,1803.5
53.68012183,-113.5127185,709.74,375,1.6,68.42,1833
38.35577714,128.5996017,1318,1080,-692.8571429,6.135047989,1621.5
53.63237327,-113.3778644,678.12,242,144.9,67.84,924
37.48278168,128.8481045,42,570,-201.9285714,8.494480691,673.5
53.64929814,-113.2570948,641.14,264,340.4,86.5,717
442760087,-940902737,2,173,-234,122,3255
21.891373,-120.516906,10389.34,1554.693,43,899,1474
53.40691526,-113.3292749,776.94,271,61.8,70.92,2241
53.40276827,-113.420457,746.84,376,265.1,65.94,2040
37.26699717,127.8684958,245,611,-740.5,5.906073507,1713.5
53.39053772,-113.3383546,760.34,278,89.9,70.87,2493
442760088,-940902746,5,116,-228,172,200
442760087,-940902737,5,165,-232,181,3675
27.210961,-120.517159,6306.23,965.582,81,880,880
53.44175437,-113.7315793,730.36,379,132.5,73.24,1095
442760087,-940902743,1,188,-235,125,790
53.40101143,-113.4566289,724.24,249,182.3,69.41,507
442760086,-940902737,3,141,-230,169,4270
38.56851578,126.01914,1390,505,-352.1071429,7.772713303,963.5
38.91415762,124.0567683,1088,642,-680.4285714,6.194780462,1597.5
31.871959,-120.359819,10411.77,443.505,-40,890,438
442760086,-940902741,6,102,-231,103,1225
24.135051,-120.516799,7560.19,1306.331,83,909,1266
53.49316554,-113.3280585,746.57,328,94.8,57.23,1137
37.8496006,128.6671384,349,1355,-430.8214286,7.394407638,1115.5
442760087,-940902742,4,151,-230,118,1165
37.39037846,124.1267063,270,858,-797.4642857,5.63229967,1823.5
442760086,-940902735,6,134,-233,141,4650
53.50419787,-113.3419617,731.36,367,177.5,74.29,2883
29.309845,-120.517061,10420.06,733.3135,65,883,680
442760086,-940902737,2,199,-232,118,4095
53.37038183,-113.4193164,745.36,376,353.5,77.88,2802
39.12196905,128.6308126,1149,882,-268.2142857,8.175907499,801.5
442760087,-940902743,4,172,-236,166,600
442760087,-940902736,4,139,-231,104,2210
26.292331,-120.51685,1590.58,1067.074,77,901,990
442760086,-940902742,3,177,-229,138,1030
442760086,-940902738,4,112,-231,159,1680
442760087,-940902737,5,150,-230,188,2075
53.67385069,-113.525903,722.06,245,208.5,63.7,195
33.984508,-118.346235,5948.9,128.6293,-54,902,162
53.41360593,-113.295575,774.35,339,180.4,66.7,2397
442760087,-940902736,2,173,-231,114,2225
18.367813,-120.517959,175.09,1944.201,-37,912,1850
53.4986166,-113.6941863,732.91,259,182.6,73.45,1491
53.51733923,-113.7306438,727.62,268,327.7,79.49,1812
20.833908,-120.516837,10389.88,1671.729,88,920,1570
34.546483,-117.997935,3437.41,55.2405,-61,897,82
39.88656213,125.5688669,618,574,-208.1428571,8.464614454,685.5
22.440912,-120.516855,10400.83,1493.912,-18,911,1424
37.54075093,125.098743,1158,564,-641.0714286,6.383933295,1521.5
442760086,-940902737,3,160,-230,183,4230
31.814464,-120.433696,10415.29,452.9935,41,915,446
53.40096908,-113.3991439,855.5,242,182.7,72.97,927
38.11070825,126.3302444,587,895,-518.8571429,6.971302617,1285.5
53.38316321,-113.4382534,724.05,345,185.5,61.2,1590
442760087,-940902737,5,100,-233,166,2375
442760087,-940902737,5,165,-235,158,2670
442760085,-940902735,4,112,-231,163,4830
442760087,-940902736,1,191,-231,107,3495
37.92169968,125.4391647,135,1373,-555.1071429,6.797082903,1355.5
38.57848783,128.9384992,561,553,-150.1428571,8.743365997,573.5
442760086,-940902736,2,171,-234,174,4210
34.633228,-117.934435,3028.31,43.90709,23,885,68
37.25431696,124.9852746,777,654,-762.25,5.801541678,1755.5
53.40396698,-113.623339,710.3,328,292.6,66.88,2928
30.68879,-120.517226,10421.27,580.5292,47,905,554
53.54409758,-113.3298132,733.68,371,242.4,51.62,99
39.91141553,126.2725636,313,1161,-317.9285714,7.936977605,897.5
18.341711,-120.517958,176.44,1947.093,84,913,1854
53.60046169,-113.3592401,653.38,278,270.7,85.51,1212
53.57883606,-113.6776481,722.09,380,181.9,87.47,1182
53.55811489,-113.3359026,718.01,208,344.7,75.29,2115
38.33595987,125.7569767,232,586,-16.53571429,9.385490087,315.5
442760089,-940902746,1,185,-228,120,155
17.693867,-120.517288,3077.72,2018.883,-37,899,1946
53.43530655,-113.5477633,717.21,243,80.1,65.67,786
442760086,-940902742,4,104,-229,117,1075
20.348282,-120.516502,9651.63,1725.444,-3,919,1614
442760089,-940902746,6,175,-227,173,25
53.70509513,-113.3100418,674.86,306,296.1,57.74,300
30.34184,-120.516765,10420.17,618.9766,-33,893,586
53.48332895,-113.6133358,660.19,349,74.8,76.12,1800
39.17470919,128.064967,804,733,-231.9642857,8.350127214,731.5
37.12662741,128.6481204,78,627,-169.8214286,8.648789581,611.5
32.465464,-119.60422,9981.61,346.4036,-10,911,356
442760086,-940902736,6,101,-234,173,4520
53.49387015,-113.764053,737.24,215,359.2,76.86,273
442760087,-940902736,3,171,-232,179,3450
53.66622249,-113.5239,702.46,280,2.9,57.79,1701
38.90146154,124.1789502,1359,1316,-412.1785714,7.484006348,1079.5
37.34799477,125.4712294,352,1285,-204,8.484525279,677.5
19.236669,-120.516882,3855.05,1848.176,73,904,1732
53.38587396,-113.4337282,729.88,253,187.6,66.47,2247
20.568714,-120.517282,10389.66,1701.066,88,913,1594
38.99083,127.6236,150,586,7,6,45.5
38.29255086,125.4209937,286,982,-530.25,6.91654785,1307.5
38.62124066,126.5115368,622,1213,-340.7142857,7.827468071,941.5
53.58357651,-113.6161898,692.49,382,2.7,74.39,279
31.752654,-120.501255,10414.14,462.4319,-32,910,454
53.66891817,-113.5240542,722.56,306,46.5,83.51,693
29.530104,-120.517052,10424.21,708.912,48,908,660
442760086,-940902741,2,107,-230,155,1280
53.36768548,-113.356003,767.25,362,287.4,75.62,321
24.439119,-120.517061,6694.96,1272.631,-67,910,1236
28.138089,-120.516864,10418.16,863.0589,88,912,788
442760087,-940902736,6,154,-235,104,3400
53.41748344,-113.6667285,648.16,263,3.3,69.85,957
38.99083,127.6236,150,586,-61,10,51.5
53.59245574,-113.3282511,635.69,294,253,71.94,1320
442760086,-940902737,5,107,-230,100,4255
53.66092563,-113.5555129,716.87,301,85.6,72.7,1272
20.151751,-120.517133,8671.9,1747.164,-16,908,1632
53.46035008,-113.663345,730.51,205,179.7,48.03,2796
442760087,-940902737,1,145,-230,134,4340
53.58235303,-113.6877881,727.15,353,76,66.4,687
53.445348,-113.3619406,771.58,292,86.6,72.2,723
53.64232742,-113.5575364,728.09,347,0.2,77.39,648
53.43835648,-113.2956678,763.22,309,181.3,74.05,843
53.42058488,-113.2999099,777.47,339,108.9,71.88,2598
53.38680195,-113.4365884,729.45,318,181,89.78,2784
53.6129658,-113.5668271,731.07,244,12,84.04,1971
17.579854,-120.516939,3569.98,2031.551,45,912,1960
442760086,-940902735,4,164,-234,158,4550
53.45718025,-113.3588692,732.6,272,349,87.57,543
39.91228219,127.2962851,981,1169,-311.7142857,7.966843842,885.5
37.43593597,124.0685396,1171,927,-726,5.975761393,1685.5
25.091417,-120.517257,4157.99,1200.305,74,905,1166
27.575688,-120.516758,8316.53,925.2303,-44,911,842
442760086,-940902739,1,164,-234,116,1565
442760086,-940902741,6,103,-233,113,1295
38.18611773,128.1811218,640,743,-349,7.787646422,957.5
53.64348477,-113.3036034,653.58,356,14.1,64.56,1656
442760085,-940902735,4,194,-231,133,4840
442760086,-940902736,3,174,-232,106,4620
25.624835,-120.517159,1202.28,1141.023,69,886,1094
442760087,-940902737,1,160,-232,173,2445
53.40574392,-113.4221851,753.29,345,272.3,57.46,2526
39.40167,127.5369,195,586,-18,15,67.5
17.421903,-120.517076,4228.22,2049.085,-2,895,1978
53.60674024,-113.6233786,704.33,238,234.7,75.14,1269
37.26424466,128.9006805,1026,674,-589.2857143,6.632818601,1421.5
53.39051773,-113.3434871,755.47,203,279.4,72.6,2358
442760087,-940902737,1,177,-231,175,3550
442760088,-940902736,2,159,-235,165,2805
442760088,-940902737,5,200,-232,135,3055
442760087,-940902737,6,174,-230,140,2280
442760087,-940902736,4,170,-231,166,2195
37.60810057,126.1273782,1053,715,-410.1071429,7.49396176,1075.5
38.83224214,127.5452712,20,586,-42.42857143,9.261047434,365.5
25.404663,-120.517079,2817.64,1165.441,26,893,1126
442760087,-940902737,2,127,-230,111,2005
53.44600636,-113.6846447,718.87,306,91.6,56.54,2556
53.39246684,-113.4840138,743.72,366,268.2,68.81,327
27.40251,-120.517015,7368.14,944.3899,43,894,860
442760087,-940902736,3,121,-235,189,2735
53.3872142,-113.4428782,735.1,308,2,84.52,2646
40.8499966,129.666664,200,586,21,12,29.5
442760086,-940902737,6,159,-231,155,4220
442760087,-940902736,6,129,-235,175,2515
33.219039,-118.625086,8051.98,222.208,-79,914,248
38.58725521,127.6287576,561,1201,-257.8571429,8.225684561,781.5
53.66064016,-113.5606755,721.94,336,268.5,83.79,2688
38.86565605,127.1611462,62,1064,-170.8571429,8.643811875,613.5
53.42993297,-113.6776917,736.02,200,13.9,57.28,2979
33.43425,-118.412467,7312.36,190.0386,-35,909,220
30.014115,-120.517122,10421.81,655.2914,-88,905,616
23.845506,-120.517276,8362.3,1338.374,-84,902,1294
53.37452755,-113.3854879,745.78,246,181.2,71.5,831
53.63629437,-113.5605392,725.87,294,241.8,93.34,2133
53.40416389,-113.6157877,710.01,224,358.2,77.08,219
442760087,-940902744,2,182,-233,159,525
442760086,-940902735,4,104,-234,107,4585
53.44522327,-113.3603984,753.06,205,42.5,78.73,2763
53.3911564,-113.3193451,763.13,360,95.7,60.5,1287
34.038302,-118.339367,5809.19,122.6213,-49,903,156
442760087,-940902737,5,123,-234,190,2710
39.01393602,126.5474437,1319,624,-775.7142857,5.736831499,1781.5
53.66906951,-113.5228679,716.14,356,226.4,83.48,399
53.66616963,-113.3648652,700.02,375,100.3,76.06,1668
53.56694506,-113.6698186,741.44,277,184.2,53.05,699
53.6455357,-113.3465222,672.48,339,268.5,68.89,1071
33.474421,-118.407573,7228.96,185.557,49,890,216
53.46350913,-113.636618,728.3,275,24.8,81.2,1509
442760087,-940902736,1,184,-232,108,3845
39.10269219,125.1940452,165,572,-758.1071429,5.821452503,1747.5
38.3017976,124.5322982,999,586,-27.92857143,9.33073532,337.5
442760088,-940902737,4,175,-233,100,2630
442760087,-940902736,3,109,-234,163,3410
442760086,-940902739,3,119,-230,102,1715
53.66377759,-113.3141125,683.01,384,269.6,77.12,1959
18.952272,-120.517166,2282.5,1879.612,-66,896,1768
442760086,-940902737,4,188,-230,171,4260
25.126326,-120.516828,4004.61,1196.426,30,920,1162
39.53953502,127.8203474,35,1361,-202.9642857,8.489502985,675.5
20.282475,-120.517071,9322.35,1732.716,4,902,1620
38.99083,127.6236,136.5,586,-20,5,59.5
30.101734,-120.516956,10421.34,645.5806,-34,903,608
442760087,-940902742,4,199,-229,176,1150
442760086,-940902741,6,174,-232,167,1240
442760087,-940902737,5,164,-232,122,3610
442760087,-940902745,1,198,-232,174,505
442760086,-940902740,3,168,-232,159,1335
37.85647134,124.3738433,152,513,-353.1428571,7.767735597,965.5
53.60788231,-113.2786715,661.85,261,86.7,85.98,1755
442760087,-940902737,5,104,-232,166,3590
442760086,-940902736,5,170,-234,165,4530
37.15353185,124.2270952,503,698,-248.5357143,8.270483916,763.5
37.96089385,128.3189804,605,1259,-418.3928571,7.454140111,1091.5
442760087,-940902736,3,126,-231,111,2215
21.584252,-120.516942,10392.98,1588.698,21,896,1502
28.246054,-120.51698,10420.87,851.1025,-70,894,778
37.17533285,127.4965384,1188,586,-26.89285714,9.335713026,335.5
442760086,-940902740,4,144,-231,167,1480
53.4008782,-113.5070332,733.05,341,242.8,71.19,1371
53.68700734,-113.3243367,709.11,265,89.5,86.4,1554
37.1055565,125.7749126,1252,1220,-98.35714286,8.992251304,473.5
38.23321446,127.5167437,131,795,-381.1071429,7.633337532,1019.5
38.24441242,128.2284014,1190,733,-539.5714286,6.871748495,1325.5
37.16531838,126.7592399,614,1193,-303.4285714,8.006665491,869.5
37.95127961,124.7917363,832,627,-615.1785714,6.508375948,1471.5
442760087,-940902737,2,188,-231,160,3505
53.38328745,-113.4408971,733.8,215,3.1,74.62,1638
442760087,-940902745,6,174,-231,106,470
442760086,-940902735,4,141,-230,144,4925
53.3832927,-113.3730097,747.49,341,89.7,71.77,2436
442760086,-940902742,3,181,-236,130,845
29.618244,-120.516814,10420.59,699.1466,35,893,652
26.252061,-120.516707,1398.4,1071.522,-65,907,996
442760086,-940902735,3,149,-230,125,4910
442760087,-940902737,2,177,-231,109,2045
24.51766,-120.516833,6462.82,1263.919,18,888,1228
34.609569,-117.952323,3228.32,47.01381,-30,912,72
442760087,-940902736,3,134,-237,156,2880
39.72736894,125.392979,585,1014,-635.8928571,6.408821825,1511.5
53.40274768,-113.4016592,764.52,305,269.7,72.09,2628
37.29099152,125.1251714,191,1201,-581,6.67264025,1405.5
442760087,-940902744,3,200,-234,187,620
53.42675788,-113.7127734,737.35,390,356.5,75.12,2949
33.122636,-118.753074,8439.74,238.2396,-62,914,262
24.802596,-120.516826,5345.75,1232.322,-29,917,1198
38.44616551,127.4787772,1378,,-9.285714286,9.42033403,301.5
34.207093,-118.314346,5484.42,103.6202,-65,896,136
25.6113,-120.516861,1301.99,1142.535,63,903,1096
38.90833817,128.3506398,186,1000,-82.82142857,9.066916895,443.5
53.57377667,-113.3432246,767.67,335,348.1,91.09,2106
442760087,-940902736,6,147,-230,106,2155
38.99083,127.6236,80,200,-31,14,79.5
39.8015426,126.8057612,798,,-7.214285714,9.430289443,297.5
442760087,-940902736,4,124,-234,114,3890
37.58750987,126.0031527,288,938,-133.5714286,8.823009295,541.5
27.306413,-120.517173,6850.02,955.0268,87,911,870
53.38334361,-113.3540424,762.28,304,89.4,76.99,1929
53.3782724,-113.4099744,745.61,280,268.5,69,1920
53.41326445,-113.3158356,773.27,280,147,75.64,438
442760087,-940902737,6,102,-234,133,2835
38.686834,125.702005,195,586,-53,14,151.5
39.76199766,128.5671153,350,586,-45.53571429,9.246114316,371.5
18.092508,-120.516743,366.56,1974.666,21,899,1892
442760087,-940902738,6,115,-231,190,1825
53.45722825,-113.6150088,729.8,353,237.2,62.69,2757
442760087,-940902737,3,101,-234,105,2475
38.32346058,127.1974124,849,1284,-744.6428571,5.886162682,1721.5
39.9452757,126.7434493,804,1017,-171.8928571,8.638834169,615.5
25.597729,-120.516898,1401,1144.039,39,909,1098
442760086,-940902742,4,100,-229,169,1105
38.99083,127.6236,150,586,-10,13,43.5
442760088,-940902745,3,130,-232,146,265
442760086,-940902736,6,131,-234,175,4160
38.99083,127.6236,150,586,-69,13,53.5
53.40481406,-113.4087935,762.38,284,92.6,82.92,1218
442760087,-940902737,1,121,-231,156,3510
17.70931,-120.516795,3008.18,2017.164,58,920,1944
442760088,-940902737,1,138,-235,132,2865
33.414064,-118.41514,7355.24,192.2947,-34,897,222
38.31218697,128.8344764,1358,1351,-728.0714286,5.96580598,1689.5
37.07283648,125.9293299,803,1194,-546.8214286,6.836904552,1339.5
32.508298,-119.549074,9927.49,339.348,-72,913,350
442760086,-940902735,6,152,-235,182,4710
